post_id,author_public_id,linkedin_url,likes,comments,shares,total_engagement,comment_ratio,share_ratio,word_count,char_count,hashtag_count,emoji_count,has_media,is_job_post,hour_of_day,day_of_week,engagement_percentile,engagement_zscore,engagement_rate,follower_count,author_location_text,author_timezone,audience_adjusted_percentile,audience_adjusted_zscore,hook_type,tone,topic,has_explicit_cta,writing_style,engagement_anomaly_flag,anomaly_reasons
7478789898112634880,droter,https://www.linkedin.com/posts/droter_loved-getting-to-talk-to-these-2-industry-activity-7478789898112634880-ORG6,36,4,2,42,0.111,0.056,85,520,1,0,False,False,12,Friday,94.0,1.7325,,,,,,,,,,,,False,[]
7478260254112292864,linda-marie-albarado-6937a8399,https://www.linkedin.com/posts/activity-7478260254112292864-xuZ1,0,0,0,0,,,26,155,0,0,True,False,1,Thursday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478777859499618304,suniljagani,https://www.linkedin.com/posts/suniljagani_artificialintelligence-ai-digitalmarketing-activity-7478777859499618304-1xo6,5,0,1,6,0.0,0.2,31,289,6,0,False,False,11,Friday,66.5,0.3471,,,,,,,,,,,,False,[]
7477396144420077568,edward-farleyjr,https://www.linkedin.com/posts/edward-farleyjr_brandstrategy-purposedrivenmarketing-ai-activity-7477396144420077568-yWDk,31,3,0,34,0.097,0.0,124,848,5,0,True,False,16,Monday,91.67,1.5754,,,,,,,,,,,,False,[]
7477671026387156992,dennisgoedheid,https://www.linkedin.com/posts/dennisgoedheid_ai-marketing-barcelona-activity-7477671026387156992-n4lf,36,10,1,47,0.278,0.028,118,716,6,0,True,False,10,Tuesday,94.5,1.8165,,,,,,,,,,,,False,[]
7478624825406750720,ligia-chacón-hernández-87715611b,https://www.linkedin.com/posts/ligia-chac%C3%B3n-hern%C3%A1ndez-87715611b_linkedinstrategy-personalbranding-b2bmarketing-activity-7478624825406750720--qho,66,23,6,95,0.348,0.091,66,462,5,1,True,False,1,Friday,97.83,2.3455,,,,,,,,,,,,False,[]
7477751087824035840,,https://www.linkedin.com/posts/datapaluk_aiagents-advertising-digitalmarketing-activity-7477751087824035840-n4Sx,2,1,0,3,0.5,0.0,144,1030,10,0,False,False,15,Tuesday,53.5,-0.08,,,,,,,,,,,,False,[]
7478476534740324353,,https://www.linkedin.com/posts/frameai-studio_ai-marketing-branding-activity-7478476534740324353-4QFU,1,0,1,2,0.0,1.0,38,266,5,1,True,False,15,Thursday,44.83,-0.2996,,,,,,,,,,,,False,[]
7478371907432583168,,https://www.linkedin.com/posts/royaladsagency_artificialintelligence-marketingstrategy-activity-7478371907432583168-rVYL,0,0,0,0,,,75,562,5,5,False,False,9,Thursday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478119557052899328,eddie-albright-540b90338,https://www.linkedin.com/posts/eddie-albright-540b90338_hamptonroads-localmarketing-smallbusiness-activity-7478119557052899328-_Oiy,0,0,0,0,,,36,252,6,1,False,False,16,Wednesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478840154925858817,julio-daniel-6356441b3,https://www.linkedin.com/posts/julio-daniel-6356441b3_aisocialmediamanager-contentsystem-smallbusinessmarketing-activity-7478840154925858817-uLGc,0,0,0,0,,,64,474,5,0,False,False,16,Friday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478051055159775232,bhampton1,https://www.linkedin.com/posts/bhampton1_digitalmarketing-marketing-activity-7478051055159775232-cALd,8,0,0,8,0.0,0.0,122,811,2,0,False,False,11,Wednesday,72.17,0.5389,,,,,,,,,,,,False,[]
7477601435984146432,,https://www.linkedin.com/posts/b2bsalesify_b-activity-7477601435984146432-4esB,3,0,0,3,0.0,0.0,60,482,10,1,False,False,5,Tuesday,53.5,-0.08,,,,,,,,,,,,False,[]
7478562520954478592,diana-aya-839895400,https://www.linkedin.com/posts/diana-aya-839895400_ai-generativeai-aicommercials-activity-7478562520954478592-IOCv,0,0,1,1,,,76,682,13,0,False,False,21,Thursday,32.0,-0.6091,,,,,,,,,,,,False,[]
7477678314254434304,rcareyturnaroundspecialist,https://www.linkedin.com/posts/rcareyturnaroundspecialist_learn-about-ai-seo-the-world-is-shifting-activity-7477678314254434304-HUjW,1,0,0,1,0.0,0.0,30,178,0,0,False,False,11,Tuesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478067319420747777,,https://www.linkedin.com/posts/global-business-plaza_marketing-businessgrowth-customerexperience-activity-7478067319420747777-4alB,1,0,0,1,0.0,0.0,73,444,5,0,False,False,12,Wednesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478689099000868866,renefrey,https://www.linkedin.com/posts/renefrey_what-if-ai-forces-you-to-make-your-travel-activity-7478689099000868866-ouTo,3,0,0,3,0.0,0.0,185,1167,0,0,False,False,6,Friday,53.5,-0.08,,,,,,,,,,,,False,[]
7477603066889019393,maryanne-damarzo,https://www.linkedin.com/posts/maryanne-damarzo_shopifybrandbuilding-shopifygrowth-aiautomation-activity-7477603066889019393-9LLA,8,0,0,8,0.0,0.0,24,204,5,1,False,False,6,Tuesday,72.17,0.5389,,,,,,,,,,,,False,[]
7478121837336498176,aimakez-com-485b5241a,https://www.linkedin.com/posts/aimakez-com-485b5241a_best-ai-marketing-tools-in-2026-activity-7478121837336498176-gtLE,1,0,0,1,0.0,0.0,95,691,7,1,False,False,16,Wednesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478009735280111617,gusskarlis,https://www.linkedin.com/posts/gusskarlis_aistrategy-smallbusiness-aimarketing-activity-7478009735280111617--NYd,1,1,0,2,1.0,0.0,244,1449,4,0,False,False,9,Wednesday,44.83,-0.2996,,,,,,,,,,,,False,[]
7477960718462562305,sandralehnst,https://www.linkedin.com/posts/activity-7477960718462562305-wRmu,9,2,0,11,0.222,0.0,112,713,0,0,True,False,5,Wednesday,79.0,0.7584,,,,,,,,,,,,False,[]
7477757093047996416,mrmanuelsuarez,https://www.linkedin.com/posts/mrmanuelsuarez_aimarketing-artificialintelligence-aiforbusiness-activity-7477757093047996416-ctj-,5,0,0,5,0.0,0.0,219,1394,13,0,False,False,16,Tuesday,62.17,0.2294,,,,,,,,,,,,False,[]
7478805757174587393,annsmarty,https://www.linkedin.com/posts/annsmarty_we-had-a-great-ama-this-week-with-tj-robertson-activity-7478805757174587393-1_6b,4,1,0,5,0.25,0.0,154,843,0,3,False,False,13,Friday,62.17,0.2294,,,,,,,,,,,,False,[]
7477814581835403264,,https://www.linkedin.com/posts/venice-area-chamber-of-commerce_how-does-ai-impact-marketing-for-todays-activity-7477814581835403264-iikN,7,0,0,7,0.0,0.0,20,109,0,2,False,False,20,Tuesday,69.33,0.449,,,,,,,,,,,,False,[]
7478269271941414914,,https://www.linkedin.com/posts/sierra-kru_smallbusiness-aiforbusiness-marketingstrategy-activity-7478269271941414914-lQiK,0,0,0,0,,,216,1405,5,0,True,False,2,Thursday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478448965131108352,magdalena-balcerzak-03a615bb,https://www.linkedin.com/posts/magdalena-balcerzak-03a615bb_marketing-ai-marketingtransformation-activity-7478448965131108352-VKzT,3,0,0,3,0.0,0.0,125,947,4,0,True,False,14,Thursday,53.5,-0.08,,,,,,,,,,,,False,[]
7478425754381295616,richard-sireno,https://www.linkedin.com/posts/richard-sireno_skais-retail-media-thursdays-vml-activity-7478425754381295616-enA7,8,0,0,8,0.0,0.0,81,490,1,0,False,False,12,Thursday,72.17,0.5389,,,,,,,,,,,,False,[]
7477457699731968001,catherine-firmin,https://www.linkedin.com/posts/catherine-firmin_marketingleadership-aicollaboration-futureofmarketing-activity-7477457699731968001-5VT0,10,0,0,10,0.0,0.0,42,291,3,0,True,False,20,Monday,77.5,0.692,,,,,,,,,,,,False,[]
7477797897292668928,,https://www.linkedin.com/posts/endeavorb2b_who-is-ai-recommendingpdf-activity-7477797897292668928-Cyd6,10,0,1,11,0.0,0.1,76,502,6,0,False,False,18,Tuesday,79.0,0.7584,,,,,,,,,,,,False,[]
7477662154653954049,,https://www.linkedin.com/posts/scoota_at-cannes-lions-ai-was-everywhere-yet-the-activity-7477662154653954049-97qA,4,1,0,5,0.25,0.0,164,1006,0,0,True,False,9,Tuesday,62.17,0.2294,,,,,,,,,,,,False,[]
7477669288955392000,,https://www.linkedin.com/posts/officially-white_digitalmarketing-artificialintelligence-careergrowth-activity-7477669288955392000-8Trb,0,0,0,0,,,107,738,5,1,True,False,10,Tuesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478070851146489856,aliciablanda,https://www.linkedin.com/posts/aliciablanda_ai-marketingstrategy-partnermarketing-activity-7478070851146489856-b0wJ,1,2,0,3,2.0,0.0,201,1247,8,11,True,False,13,Wednesday,53.5,-0.08,,,,,,,,,,,,False,[]
7478134159660593152,rockstarleader,https://www.linkedin.com/posts/rockstarleader_marketing-with-an-ai-strategist-activity-7478134159660593152-Uo0C,1,0,0,1,0.0,0.0,141,930,9,0,False,False,17,Wednesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7477702506211520512,sheamurtaugh,https://www.linkedin.com/posts/sheamurtaugh_aiinmarketing-marketingleadership-leadership-activity-7477702506211520512-bgUu,3,0,0,3,0.0,0.0,58,429,3,0,False,False,12,Tuesday,53.5,-0.08,,,,,,,,,,,,False,[]
7477760447333568513,,https://www.linkedin.com/posts/emarketer-inc_ai-aivisibilityindex-aivi-activity-7477760447333568513-b06-,24,0,12,36,0.0,0.5,110,743,3,0,True,False,16,Tuesday,92.5,1.6178,,,,,,,,,,,,False,[]
7478101695332397058,jeffschwerdt,https://www.linkedin.com/posts/jeffschwerdt_aiseo-agencygrowth-businessstrategy-activity-7478101695332397058-HpZG,6,1,0,7,0.167,0.0,175,1313,5,1,False,False,15,Wednesday,69.33,0.449,,,,,,,,,,,,False,[]
7478084712939335680,mark-contos1360,https://www.linkedin.com/posts/mark-contos1360_ai-empowers-businesses-to-focus-on-what-activity-7478084712939335680-2Zpa,6,0,0,6,0.0,0.0,20,147,0,0,False,False,13,Wednesday,66.5,0.3471,,,,,,,,,,,,False,[]
7478809801540624386,redlinedezign,https://www.linkedin.com/posts/redlinedezign_most-people-do-not-realize-google-ai-overview-activity-7478809801540624386-Rpjj,0,0,0,0,,,131,773,0,0,False,False,14,Friday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477832606399672321,basheer-h-a581b395,https://www.linkedin.com/posts/activity-7477832606399672321-OZzF,0,0,0,0,,,47,300,0,0,False,False,21,Tuesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477322537866149888,traviscurnutte,https://www.linkedin.com/posts/traviscurnutte_why-ai-is-a-double-edged-sword-in-marketing-activity-7477322537866149888-R69i,4,0,0,4,0.0,0.0,145,832,0,0,True,False,11,Monday,58.0,0.0903,,,,,,,,,,,,False,[]
7477858513885679616,,https://www.linkedin.com/posts/lead-the-wai_aimarketing-contentstrategy-marketingautomation-activity-7477858513885679616-IOZZ,1,0,2,3,0.0,2.0,57,406,4,0,False,False,23,Tuesday,53.5,-0.08,,,,,,,,,,,,False,[]
7478749406410883072,kenny-lloyd,https://www.linkedin.com/posts/kenny-lloyd_aireadyroadmap-lawfirmai-aihandoffpotential-activity-7478749406410883072-x2kJ,0,0,0,0,,,132,833,3,0,False,False,10,Friday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477586497941090307,abdul-basith-480176418,https://www.linkedin.com/posts/abdul-basith-480176418_ai-artificialintelligence-digitalmarketing-activity-7477586497941090307-BRTF,4,0,0,4,0.0,0.0,113,814,10,6,True,False,4,Tuesday,58.0,0.0903,,,,,,,,,,,,False,[]
7477664784390336512,manish-sharma-5b900924b,https://www.linkedin.com/posts/manish-sharma-5b900924b_digitalmarketing-ai-marketingstrategy-activity-7477664784390336512-OzKq,4,0,0,4,0.0,0.0,40,261,4,2,True,False,10,Tuesday,58.0,0.0903,,,,,,,,,,,,False,[]
7477406102977118208,,https://www.linkedin.com/posts/starfish-digital-marketing_aimarketing-futureofmarketing-aiforbusiness-activity-7477406102977118208-SnIT,0,0,0,0,,,102,658,5,1,True,False,17,Monday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477876383503855616,,https://www.linkedin.com/posts/3sixtyinsights_the-hidden-cost-of-ai-in-marketing-when-activity-7477876383503855616-HWNe,0,0,0,0,,,80,489,0,0,False,False,0,Wednesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478000550240923648,digitalthakur,https://www.linkedin.com/posts/digitalthakur_aimarketing-marketingstrategy-businessstrategy-activity-7478000550240923648-5ZYo,117,12,1,130,0.103,0.009,248,1757,16,3,True,False,8,Wednesday,98.83,2.5828,,,,,,,,,,,,False,[]
7478002641004900353,roland-bundor-3b209440b,https://www.linkedin.com/posts/roland-bundor-3b209440b_anthropics-claude-ai-just-got-supercharged-activity-7478002641004900353-gYyr,0,0,0,0,,,27,219,8,0,False,False,8,Wednesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477417806884683776,,https://www.linkedin.com/posts/partnerize_aicommerce-marketingmeasurement-affiliatemarketing-activity-7477417806884683776-uibO,10,0,2,12,0.0,0.2,112,848,6,0,False,False,17,Monday,80.33,0.8195,,,,,,,,,,,,False,[]
7478813561121697795,joel-contartese-5529b55a,https://www.linkedin.com/posts/joel-contartese-5529b55a_marketing-creatormarketing-aicontent-activity-7478813561121697795-ymvU,5,1,0,6,0.2,0.0,179,1070,4,0,False,False,14,Friday,66.5,0.3471,,,,,,,,,,,,False,[]
7477677456850849792,moniekj,https://www.linkedin.com/posts/moniekj_marketingstrategy-aistrategy-brandclarity-activity-7477677456850849792-uvU5,8,1,0,9,0.125,0.0,165,1068,6,0,True,False,11,Tuesday,75.17,0.6193,,,,,,,,,,,,False,[]
7478095379767681025,arko-chakraborty-,https://www.linkedin.com/posts/arko-chakraborty-_prompts-for-improving-marketing-efficiency-activity-7478095379767681025-Uf-2,0,0,0,0,,,128,844,5,11,False,False,14,Wednesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478847539199254528,staceybtabor,https://www.linkedin.com/posts/staceybtabor_ai-cant-replace-a-strong-field-marketing-activity-7478847539199254528-Cakw,0,0,0,0,,,100,625,0,0,False,False,16,Friday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478399950721093632,aaron-mclaughlin-64887b3b9,https://www.linkedin.com/posts/aaron-mclaughlin-64887b3b9_the-ai-adoption-gap-is-real-75-of-marketers-activity-7478399950721093632-MTgG,0,0,0,0,,,66,409,0,0,True,False,10,Thursday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478824888452177920,bryanfikes,https://www.linkedin.com/posts/bryanfikes_aimarketing-brandstrategy-bonsaix-activity-7478824888452177920-QxqS,0,0,0,0,,,136,827,5,0,True,False,15,Friday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477805466757140480,kimani-karanja-149a643a,https://www.linkedin.com/posts/kimani-karanja-149a643a_hakicarhospitalityconsultancy-digitaltransformation-activity-7477805466757140480-Kcp8,3,0,0,3,0.0,0.0,112,816,8,0,True,False,19,Tuesday,53.5,-0.08,,,,,,,,,,,,False,[]
7477619573228240896,,https://www.linkedin.com/posts/mediaworks-online-marketing_ai-is-changing-how-buyers-discover-and-evaluate-activity-7477619573228240896-UanR,13,1,1,15,0.077,0.077,97,602,0,0,True,False,7,Tuesday,83.67,0.978,,,,,,,,,,,,False,[]
7478828654974652416,aliciashapiro,https://www.linkedin.com/posts/aliciashapiro_ainews-artificialintelligencenews-ainewschannel-activity-7478828654974652416-_8Rw,1,0,0,1,0.0,0.0,142,1005,11,0,False,False,15,Friday,32.0,-0.6091,,,,,,,,,,,,False,[]
7477594946896732161,anyanga-oloo-b65aaa2b6,https://www.linkedin.com/posts/anyanga-oloo-b65aaa2b6_how-artificial-intelligence-is-rewriting-activity-7477594946896732161-gRva,1,0,0,1,0.0,0.0,151,1063,0,0,False,False,5,Tuesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7477677758383468544,,https://www.linkedin.com/posts/ithinkdigitalofficial_meta-just-changed-ad-game-activity-7477677758383468544-VW3i,1,0,0,1,0.0,0.0,160,1209,14,0,False,False,11,Tuesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7477678494433497088,mariobaroja,https://www.linkedin.com/posts/mariobaroja_marketingoperations-marketo-b2bmarketing-activity-7477678494433497088-BLpF,14,2,1,17,0.143,0.071,108,691,9,0,True,False,11,Tuesday,84.83,1.0679,,,,,,,,,,,,False,[]
7478424750659354625,maya-levinson-b2b935372,https://www.linkedin.com/posts/maya-levinson-b2b935372_asterisai-on-brand-instagram-content-ai-activity-7478424750659354625-U0XR,0,0,0,0,,,61,389,0,0,False,False,12,Thursday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478043118358020098,deon-bentham-86a717bb,https://www.linkedin.com/posts/deon-bentham-86a717bb_digitalmarketing-marketingagency-performancemarketing-activity-7478043118358020098-07pI,1,0,0,1,0.0,0.0,72,545,10,0,False,False,11,Wednesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478825036020117504,edwardkowalski,https://www.linkedin.com/posts/edwardkowalski_marketingleadership-artificialintelligence-activity-7478825036020117504-ck1I,1,1,0,2,1.0,0.0,205,1436,7,0,False,False,15,Friday,44.83,-0.2996,,,,,,,,,,,,False,[]
7477942031651278848,,https://www.linkedin.com/posts/social-media-ai-post_video-post-activity-7477942031651278848-mtvz,1,0,0,1,0.0,0.0,183,1267,0,0,False,False,4,Wednesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7477662271343665153,,https://www.linkedin.com/posts/justupagency_ai-generated-posters-might-save-time-but-activity-7477662271343665153-YX8G,5,0,0,5,0.0,0.0,96,629,0,0,True,False,10,Tuesday,62.17,0.2294,,,,,,,,,,,,False,[]
7477491327102922752,aneta-teuvazhukova-231ba7a1,https://www.linkedin.com/posts/aneta-teuvazhukova-231ba7a1_artificialintelligence-ai-digitalmarketing-activity-7477491327102922752-YDD2,2,0,0,2,0.0,0.0,255,1961,15,0,True,False,22,Monday,44.83,-0.2996,,,,,,,,,,,,False,[]
7477435777380069377,ai-pma,https://www.linkedin.com/posts/ai-pma_aipma-aimarketing-metaads-activity-7477435777380069377-zXgO,4,1,0,5,0.25,0.0,256,1809,12,9,True,False,19,Monday,62.17,0.2294,,,,,,,,,,,,False,[]
7478708550911913984,,https://www.linkedin.com/posts/the-forex-diaries_ifxexpo-forex-fintech-activity-7478708550911913984-4U2S,12,1,1,14,0.083,0.083,96,611,5,1,False,False,7,Friday,82.33,0.9287,,,,,,,,,,,,False,[]
7478399944735920128,aaron-mclaughlin-64887b3b9,https://www.linkedin.com/posts/aaron-mclaughlin-64887b3b9_agencyowner-aimarketing-marketingstrategy-activity-7478399944735920128-EbyG,1,0,0,1,0.0,0.0,74,538,7,0,True,False,10,Thursday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478071805681999874,ummer-karikkad-237b4768,https://www.linkedin.com/posts/ummer-karikkad-237b4768_artificialintelligence-marketing-ai-activity-7478071805681999874-Wila,0,0,0,0,,,205,1435,14,6,True,False,13,Wednesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478764531872165888,,https://www.linkedin.com/posts/perfogro_performancemarketing-digitaladvertising-aiinmarketing-activity-7478764531872165888-PpQc,0,0,0,0,,,106,769,5,0,True,False,11,Friday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478231918380154880,kasshif07,https://www.linkedin.com/posts/kasshif07_performancemarketing-artificialintelligence-activity-7478231918380154880-CVlq,3,0,0,3,0.0,0.0,147,1032,10,6,True,False,23,Wednesday,53.5,-0.08,,,,,,,,,,,,False,[]
7477757016795582464,tonymoroney,https://www.linkedin.com/posts/tonymoroney_agentic-commerce-consumer-decisions-brands-activity-7477757016795582464-XUF0,32,1,5,38,0.031,0.156,39,345,9,0,False,False,16,Tuesday,93.0,1.658,,,,,,,,,,,,False,[]
7477946046304784384,kbhatia00,https://www.linkedin.com/posts/kbhatia00_digitalmarketing-ai-activity-7477946046304784384-M2e7,6,0,1,7,0.0,0.167,151,911,2,0,True,False,4,Wednesday,69.33,0.449,,,,,,,,,,,,False,[]
7478070293039779842,hmpjimcobb,https://www.linkedin.com/posts/hmpjimcobb_how-ai-is-reshaping-modern-brand-strategy-activity-7478070293039779842-2gLY,5,1,1,7,0.2,0.2,91,617,0,0,False,False,13,Wednesday,69.33,0.449,,,,,,,,,,,,False,[]
7478775916727414785,bensolutionsgroup,https://www.linkedin.com/posts/bensolutionsgroup_localbusinessmarketing-brentwoodsmallbusiness-activity-7478775916727414785-PIW3,1,0,0,1,0.0,0.0,134,992,10,0,False,False,11,Friday,32.0,-0.6091,,,,,,,,,,,,False,[]
7477798045158551552,nc-s,https://www.linkedin.com/posts/nc-s_brandpartnerships-growthstrategy-ai-activity-7477798045158551552-4a9T,2,0,0,2,0.0,0.0,153,1090,6,1,False,False,18,Tuesday,44.83,-0.2996,,,,,,,,,,,,False,[]
7477466723030568960,keith-carpenter-jr,https://www.linkedin.com/posts/keith-carpenter-jr_unpopular-opinion-ai-is-not-making-marketing-activity-7477466723030568960-avYZ,0,0,0,0,,,82,499,0,0,True,False,21,Monday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478002874397044736,,https://www.linkedin.com/posts/afront-io_ai-ai-ai-activity-7478002874397044736-UVck,3,0,0,3,0.0,0.0,101,722,17,1,True,False,8,Wednesday,53.5,-0.08,,,,,,,,,,,,False,[]
7477889320364748800,ai-agent-marketing-327560411,https://www.linkedin.com/posts/ai-agent-marketing-327560411_aiinmarketing-scalingbusiness-marketingautomation-activity-7477889320364748800-GKku,0,0,0,0,,,114,831,3,0,False,False,1,Wednesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477376754374909952,normand-morneau-5a3b10,https://www.linkedin.com/posts/normand-morneau-5a3b10_are-your-products-appearing-in-ai-purchase-activity-7477376754374909952-_LI5,0,0,0,0,,,252,1671,0,2,False,False,15,Monday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478447392997081088,,https://www.linkedin.com/posts/microsoft-advertising_the-future-of-marketing-starts-before-the-activity-7478447392997081088-hIZT,28,3,0,31,0.107,0.0,48,340,0,1,True,False,14,Thursday,90.83,1.507,,,,,,,,,,,,False,[]
7477951675798999040,,https://www.linkedin.com/posts/pyrite-technologies_aisearch-generativeai-geo-activity-7477951675798999040-I3-P,1,0,0,1,0.0,0.0,64,412,5,1,True,False,5,Wednesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478411975044206592,ykhadilkar,https://www.linkedin.com/posts/ykhadilkar_ai-activity-7478411975044206592-b4Fs,1,0,0,1,0.0,0.0,39,202,1,1,True,False,11,Thursday,32.0,-0.6091,,,,,,,,,,,,False,[]
7477405801540890624,,https://www.linkedin.com/posts/thinkfuel-marketing_aimarketing-marketingautomation-b2bmarketing-activity-7477405801540890624-oFKm,1,0,0,1,0.0,0.0,93,666,5,3,True,False,17,Monday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478053912713990144,,https://www.linkedin.com/posts/ai-inside-show_aiinmarketing-advertising-digitaltransformation-activity-7478053912713990144-K0pf,0,0,0,0,,,79,682,5,0,False,False,11,Wednesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478013248387125248,marygikonyo,https://www.linkedin.com/posts/marygikonyo_digitalmarketing-ai-seo-activity-7478013248387125248-ZoxG,2,0,0,2,0.0,0.0,162,964,4,0,False,False,9,Wednesday,44.83,-0.2996,,,,,,,,,,,,False,[]
7478798524399312896,arminmoradian,https://www.linkedin.com/posts/arminmoradian_ai-is-moving-fast-but-that-doesnt-always-activity-7478798524399312896-BQZW,2,0,0,2,0.0,0.0,90,592,0,0,True,False,13,Friday,44.83,-0.2996,,,,,,,,,,,,False,[]
7478137871523307522,brentragan,https://www.linkedin.com/posts/brentragan_hawaiismallbusiness-mauibusiness-aiwithaloha-activity-7478137871523307522-qQLo,1,0,0,1,0.0,0.0,206,1253,5,1,True,False,17,Wednesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7477979317780799490,,https://www.linkedin.com/posts/informed-matter_bestaiformarketresearchmarket-bestaiformarketresearchmarketsize-activity-7477979317780799490-8jMs,0,0,0,0,,,25,354,13,0,False,False,7,Wednesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478859698654572544,kurtlohmann,https://www.linkedin.com/posts/kurtlohmann_agentic-ai-is-redefining-martech-by-revolutionizing-activity-7478859698654572544-Hh-a,2,0,0,2,0.0,0.0,77,578,0,0,False,False,17,Friday,44.83,-0.2996,,,,,,,,,,,,False,[]
7477992029612879872,pankaj-budhwani,https://www.linkedin.com/posts/pankaj-budhwani_aitools-marketingstrategy-digitalmarketing-activity-7477992029612879872-cxQa,18,1,0,19,0.056,0.0,144,888,4,0,True,False,7,Wednesday,86.17,1.1483,,,,,,,,,,,,False,[]
7478168559018401794,,https://www.linkedin.com/posts/data-academy-research_artificialintelligence-analyticalai-generativeai-activity-7478168559018401794-nkVW,5,2,0,7,0.4,0.0,90,664,8,3,True,False,19,Wednesday,69.33,0.449,,,,,,,,,,,,False,[]
7478772116348162048,jeff-stephen,https://www.linkedin.com/posts/jeff-stephen_loyaltymarketing-aimarketing-customerretention-activity-7478772116348162048-aYW1,0,0,0,0,,,235,1477,4,0,False,False,11,Friday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477398004988203008,loriegarber,https://www.linkedin.com/posts/loriegarber_marketingmamamonday-humanizingai-aiinmarketing-activity-7477398004988203008-TCiL,4,1,0,5,0.25,0.0,189,1134,7,0,True,False,16,Monday,62.17,0.2294,,,,,,,,,,,,False,[]
7478020836482871296,guillaume-delecroix-5a603a116,https://www.linkedin.com/posts/guillaume-delecroix-5a603a116_ai-search-is-exposing-a-hidden-weakness-in-activity-7478020836482871296-Ss-K,0,0,0,0,,,76,578,5,0,False,False,9,Wednesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477994582257934336,olufemi-emmanuel-oseni,https://www.linkedin.com/posts/olufemi-emmanuel-oseni_aitools-ukmarketing2026-activity-7477994582257934336-ZpfR,0,0,0,0,,,24,163,2,0,False,False,8,Wednesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477587773357723648,,https://www.linkedin.com/posts/nice-pick_ai-marketing-innovation-activity-7477587773357723648-ZxaG,3,0,0,3,0.0,0.0,38,269,5,0,True,False,5,Tuesday,53.5,-0.08,,,,,,,,,,,,False,[]
7477597545771401216,swesleylewis,https://www.linkedin.com/posts/swesleylewis_if-you-work-in-marketing-this-ones-worth-activity-7477597545771401216-3NYt,2,0,0,2,0.0,0.0,112,686,0,0,True,False,5,Tuesday,44.83,-0.2996,,,,,,,,,,,,False,[]
7478328115920896001,john-moses-500408125,https://www.linkedin.com/posts/john-moses-500408125_marketingstrategy-aiinmarketing-machinelearning-activity-7478328115920896001-cjWZ,0,0,0,0,,,182,1208,8,1,True,False,6,Thursday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477799851745816576,,https://www.linkedin.com/posts/3cubedai_ai-recommendations-stability-activity-7477799851745816576-2n7z,3,0,2,5,0.0,0.667,166,1109,0,0,False,False,19,Tuesday,62.17,0.2294,,,,,,,,,,,,False,[]
7477511552322048000,,https://www.linkedin.com/posts/bizdev-strategy_artificial-intelligence-in-digital-marketing-activity-7477511552322048000-PFzz,0,0,0,0,,,27,209,0,0,False,False,0,Tuesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477998218090459136,,https://www.linkedin.com/posts/prontoaiagency_content-marketing-in-the-age-of-ai-search-activity-7477998218090459136-v7NM,0,0,0,0,,,237,1566,0,3,True,False,8,Wednesday,12.33,-1.1381,,,,,,,,,,,,False,[]
